,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
773,0.455,0.34,0.135,0.462,0.1675,0.158,0.12,9
1219,0.325,0.225,0.075,0.139,0.0565,0.032,0.09,6
1126,0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,9
4,0.33,0.255,0.08,0.205,0.0895,0.0395,0.055,7
3051,0.595,0.48,0.14,0.9125,0.4095,0.1825,0.289,9
1595,0.525,0.4,0.155,0.707,0.282,0.1605,0.225,9
3124,0.575,0.45,0.135,0.8285,0.362,0.1655,0.236,10
2311,0.35,0.265,0.11,0.2965,0.1365,0.063,0.085,7
3040,0.57,0.47,0.14,0.871,0.385,0.211,0.2315,10
4072,0.5,0.36,0.12,0.439,0.1875,0.1055,0.1305,8
2491,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,10
3050,0.595,0.47,0.175,0.991,0.382,0.2395,0.5,12
1077,0.42,0.32,0.11,0.3625,0.174,0.0635,0.105,7
837,0.475,0.365,0.125,0.5465,0.229,0.1185,0.172,9
681,0.485,0.37,0.14,0.5725,0.204,0.1415,0.175,10
1715,0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,9
2352,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,18
3413,0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,9
2617,0.67,0.52,0.19,1.6385,0.8115,0.369,0.391,9
2361,0.55,0.45,0.155,0.7895,0.343,0.159,0.25,12
2197,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,10
1148,0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,8
3261,0.645,0.52,0.19,1.3105,0.58,0.288,0.37,12
574,0.61,0.475,0.15,0.9665,0.4145,0.2,0.345,10
50,0.52,0.41,0.12,0.595,0.2385,0.111,0.19,8
853,0.57,0.455,0.15,0.952,0.3895,0.2155,0.2745,9
1982,0.72,0.565,0.19,2.081,1.0815,0.4305,0.503,11
2774,0.58,0.425,0.15,0.844,0.3645,0.185,0.2705,9
1823,0.73,0.575,0.21,2.069,0.9285,0.409,0.643,11
833,0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,7
3425,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,10
1115,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,9
1166,0.615,0.475,0.155,1.027,0.447,0.25,0.285,9
2518,0.5,0.4,0.13,0.7715,0.37,0.16,0.211,8
1906,0.575,0.45,0.135,0.8245,0.3375,0.2115,0.239,11
971,0.515,0.39,0.155,0.7125,0.3695,0.137,0.155,7
2701,0.675,0.55,0.19,1.551,0.7105,0.3685,0.412,13
399,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,11
2559,0.415,0.325,0.1,0.3335,0.1445,0.0715,0.095,7
2368,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,16
19,0.45,0.32,0.1,0.381,0.1705,0.075,0.115,9
684,0.51,0.4,0.14,0.6515,0.2455,0.1665,0.185,10
35,0.465,0.355,0.105,0.4795,0.227,0.124,0.125,8
2950,0.64,0.505,0.18,1.297,0.59,0.3125,0.363,11
4012,0.62,0.465,0.14,1.011,0.479,0.2385,0.255,8
2875,0.435,0.335,0.095,0.298,0.109,0.058,0.115,7
524,0.235,0.16,0.06,0.0545,0.0265,0.0095,0.015,4
2455,0.235,0.17,0.065,0.0625,0.023,0.014,0.022,6
920,0.415,0.33,0.09,0.3595,0.17,0.081,0.09,6
1841,0.435,0.335,0.1,0.3245,0.135,0.0785,0.098,7
1890,0.565,0.455,0.155,0.9355,0.421,0.183,0.26,11
537,0.29,0.23,0.075,0.1165,0.043,0.0255,0.04,7
2806,0.675,0.525,0.17,1.711,0.8365,0.352,0.475,9
1705,0.64,0.525,0.185,1.707,0.763,0.4205,0.4435,11
4119,0.3,0.215,0.05,0.1185,0.048,0.0225,0.042,4
3110,0.395,0.3,0.12,0.2995,0.1265,0.068,0.0895,8
3247,0.61,0.495,0.19,1.213,0.464,0.306,0.365,15
245,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,10
3464,0.635,0.495,0.155,1.3635,0.583,0.2985,0.295,10
3175,0.51,0.405,0.12,0.61,0.229,0.131,0.235,11
784,0.215,0.155,0.06,0.0525,0.021,0.0165,0.015,5
1409,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,10
2537,0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,11
154,0.565,0.45,0.135,0.9885,0.387,0.1495,0.31,12
3710,0.685,0.535,0.175,1.432,0.637,0.247,0.46,11
3009,0.255,0.185,0.065,0.074,0.0305,0.0165,0.02,4
1686,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,12
2901,0.56,0.43,0.13,0.728,0.3355,0.1435,0.2175,8
3359,0.58,0.445,0.17,1.178,0.3935,0.2165,0.315,20
625,0.525,0.405,0.16,0.658,0.2655,0.1125,0.225,12
2733,0.415,0.335,0.1,0.358,0.169,0.067,0.105,7
4078,0.55,0.43,0.18,0.8265,0.4405,0.159,0.225,10
1346,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237,8
569,0.41,0.32,0.115,0.387,0.165,0.1005,0.0985,11
4121,0.455,0.35,0.13,0.4725,0.215,0.0745,0.15,9
1758,0.735,0.59,0.215,1.747,0.7275,0.403,0.557,11
1816,0.675,0.53,0.175,1.4465,0.6775,0.33,0.389,10
2065,0.535,0.42,0.13,0.699,0.3125,0.1565,0.2035,8
127,0.385,0.29,0.085,0.2505,0.112,0.061,0.08,8
3394,0.62,0.48,0.16,1.0765,0.412,0.253,0.3,13
3327,0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425,16
4164,0.39,0.29,0.1,0.2845,0.1255,0.0635,0.081,7
2006,0.405,0.25,0.09,0.2875,0.128,0.063,0.0805,7
2975,0.32,0.215,0.095,0.305,0.14,0.067,0.0885,6
980,0.55,0.445,0.155,0.9905,0.544,0.178,0.218,9
2300,0.48,0.405,0.13,0.6375,0.277,0.1445,0.21,10
190,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325,13
1139,0.575,0.47,0.165,0.869,0.435,0.197,0.238,9
992,0.58,0.46,0.18,1.0515,0.4095,0.2595,0.276,8
699,0.395,0.315,0.105,0.3515,0.1185,0.091,0.1195,16
4016,0.64,0.525,0.175,1.382,0.646,0.3115,0.37,9
606,0.345,0.27,0.09,0.195,0.078,0.0455,0.059,9
180,0.57,0.48,0.18,0.9395,0.399,0.2,0.295,14
301,0.54,0.435,0.175,0.892,0.322,0.174,0.335,13
2544,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,10
3918,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,18
3934,0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215,5
1060,0.265,0.195,0.055,0.084,0.0365,0.0175,0.025,7
3999,0.415,0.31,0.095,0.34,0.181,0.057,0.083,6
4080,0.555,0.43,0.125,0.7005,0.3395,0.1355,0.2095,8
2565,0.45,0.35,0.12,0.468,0.2005,0.1065,0.1325,8
4172,0.565,0.45,0.165,0.887,0.37,0.239,0.249,11
1069,0.375,0.28,0.08,0.2345,0.1125,0.0455,0.067,6
2524,0.58,0.46,0.18,1.145,0.48,0.277,0.325,11
2205,0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042,6
1243,0.385,0.28,0.085,0.2175,0.097,0.038,0.067,8
3243,0.655,0.51,0.16,1.092,0.396,0.2825,0.37,14
16,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115,7
3583,0.625,0.5,0.175,1.273,0.564,0.302,0.374,9
3120,0.525,0.4,0.13,0.6995,0.3115,0.131,0.223,9
1215,0.305,0.215,0.065,0.1075,0.044,0.0205,0.038,5
546,0.255,0.195,0.065,0.08,0.0315,0.018,0.027,8
3587,0.635,0.495,0.17,1.3695,0.657,0.3055,0.365,10
658,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18
3830,0.5,0.385,0.12,0.6335,0.2305,0.125,0.235,14
3067,0.65,0.505,0.17,1.5595,0.695,0.3515,0.395,11
3875,0.295,0.225,0.09,0.1385,0.048,0.046,0.05,9
1504,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315,10
959,0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535,7
2926,0.61,0.425,0.155,1.0485,0.507,0.1955,0.274,11
2331,0.59,0.46,0.155,0.906,0.327,0.1485,0.335,15
3680,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,9
797,0.44,0.335,0.11,0.394,0.157,0.096,0.122,9
3348,0.49,0.385,0.115,0.683,0.3265,0.1615,0.165,13
225,0.5,0.37,0.135,0.45,0.1715,0.1055,0.155,9
2074,0.585,0.485,0.15,1.079,0.4145,0.2115,0.356,11
3354,0.455,0.36,0.11,0.4385,0.206,0.098,0.125,10
1799,0.6,0.465,0.165,1.038,0.4975,0.2205,0.251,9
2485,0.355,0.26,0.09,0.1925,0.077,0.038,0.065,8
562,0.475,0.35,0.115,0.452,0.1715,0.092,0.155,11
3436,0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075,6
2277,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,19
2085,0.705,0.57,0.185,1.761,0.747,0.3725,0.488,10
1693,0.625,0.485,0.15,1.044,0.438,0.2865,0.278,9
2797,0.64,0.505,0.155,1.1955,0.5565,0.211,0.346,11
1045,0.69,0.505,0.2,1.872,0.893,0.4015,0.48,10
3446,0.5,0.385,0.11,0.596,0.3015,0.104,0.151,8
469,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,21
954,0.49,0.385,0.125,0.649,0.32,0.124,0.1695,8
459,0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,11
2735,0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015,8
4087,0.595,0.475,0.155,0.984,0.4865,0.184,0.2755,10
639,0.51,0.4,0.13,0.5735,0.219,0.1365,0.195,13
3937,0.53,0.425,0.11,0.739,0.237,0.161,0.295,13
1218,0.315,0.23,0.07,0.1145,0.046,0.0235,0.0385,5
1158,0.605,0.475,0.14,1.1175,0.555,0.257,0.274,9
1415,0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975,11
3844,0.57,0.45,0.155,0.91,0.326,0.1895,0.355,14
1527,0.72,0.565,0.2,2.1055,1.017,0.363,0.494,12
815,0.325,0.25,0.08,0.1735,0.0765,0.0345,0.049,7
1300,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,9
4063,0.63,0.515,0.16,1.336,0.553,0.3205,0.35,11
2848,0.625,0.485,0.16,1.254,0.591,0.259,0.3485,9
1603,0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,9
160,0.605,0.465,0.165,1.056,0.4215,0.2475,0.34,13
1704,0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685,10
956,0.495,0.4,0.135,0.61,0.272,0.1435,0.144,7
3791,0.65,0.495,0.175,1.227,0.528,0.258,0.37,11
3234,0.59,0.485,0.205,1.2315,0.4525,0.238,0.42,13
2869,0.37,0.28,0.085,0.198,0.0805,0.0455,0.058,5
3777,0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265,9
4111,0.515,0.4,0.14,0.7165,0.3495,0.1595,0.1785,8
877,0.635,0.5,0.15,1.376,0.6495,0.361,0.31,10
1919,0.605,0.49,0.165,1.071,0.482,0.1935,0.352,10
2961,0.665,0.51,0.175,1.3805,0.675,0.2985,0.325,10
1884,0.555,0.4,0.13,0.7075,0.332,0.1585,0.18,7
2200,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,13
98,0.47,0.37,0.13,0.5225,0.201,0.133,0.165,7
4009,0.61,0.49,0.16,1.146,0.597,0.246,0.265,8
2557,0.39,0.295,0.1,0.279,0.1155,0.059,0.08,7
3183,0.565,0.44,0.115,0.9185,0.404,0.1785,0.29,11
3298,0.62,0.5,0.175,1.146,0.477,0.23,0.39,13
253,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,15
103,0.53,0.415,0.14,0.724,0.3105,0.1675,0.205,10
1445,0.43,0.34,0.105,0.4405,0.2385,0.0745,0.1075,6
1443,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,9
1648,0.59,0.49,0.165,1.207,0.559,0.235,0.309,10
586,0.52,0.425,0.17,0.6805,0.28,0.174,0.195,10
627,0.38,0.305,0.095,0.2815,0.1255,0.0525,0.09,8
1696,0.63,0.49,0.17,1.1745,0.5255,0.273,0.339,11
3191,0.65,0.515,0.18,1.3315,0.5665,0.347,0.405,13
2101,0.5,0.38,0.155,0.66,0.2655,0.1365,0.215,19
2199,0.68,0.55,0.2,1.596,0.525,0.4075,0.585,21
403,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,10
1154,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,8
2255,0.51,0.395,0.145,0.6185,0.216,0.1385,0.24,12
2863,0.74,0.595,0.19,2.3235,1.1495,0.5115,0.505,11
1682,0.62,0.49,0.16,1.066,0.446,0.246,0.305,11
3170,0.57,0.465,0.155,0.872,0.3245,0.239,0.285,14
3979,0.495,0.375,0.115,0.6245,0.282,0.143,0.155,6
2056,0.475,0.38,0.14,0.689,0.3165,0.1315,0.1955,7
3062,0.635,0.505,0.165,1.251,0.577,0.227,0.3825,11
4034,0.51,0.405,0.125,0.6925,0.327,0.155,0.1805,7
3108,0.375,0.285,0.08,0.226,0.0975,0.04,0.0725,7
452,0.665,0.555,0.195,1.4385,0.581,0.354,0.36,17
3723,0.47,0.355,0.12,0.4915,0.1765,0.1125,0.1325,9
2301,0.52,0.425,0.15,0.813,0.385,0.2015,0.23,10
1327,0.565,0.39,0.125,0.744,0.352,0.13,0.1685,11
2944,0.63,0.51,0.17,1.1885,0.4915,0.3065,0.348,7
2049,0.445,0.32,0.12,0.378,0.152,0.0825,0.12,8
880,0.65,0.525,0.175,1.4715,0.675,0.315,0.399,11
3643,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125,8
4112,0.56,0.42,0.18,1.6645,0.7755,0.35,0.4525,9
623,0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,17
2393,0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,7
3925,0.47,0.35,0.115,0.487,0.1955,0.127,0.155,8
1787,0.545,0.42,0.165,0.8935,0.4235,0.2195,0.228,8
262,0.53,0.42,0.165,0.8945,0.319,0.239,0.245,11
1634,0.575,0.47,0.155,1.116,0.509,0.238,0.34,10
3369,0.61,0.46,0.17,1.278,0.41,0.257,0.37,17
1438,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08,7
2198,0.27,0.19,0.08,0.081,0.0265,0.0195,0.03,6
1969,0.67,0.53,0.205,1.4015,0.643,0.2465,0.416,12
2520,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,9
1802,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,11
640,0.325,0.24,0.085,0.173,0.0795,0.038,0.05,7
4170,0.55,0.43,0.13,0.8395,0.3155,0.1955,0.2405,10
2385,0.45,0.345,0.115,0.496,0.1905,0.117,0.14,12
2598,0.6,0.46,0.15,1.247,0.5335,0.2735,0.29,9
4013,0.625,0.505,0.175,1.131,0.5425,0.2265,0.323,8
1959,0.65,0.51,0.155,1.189,0.483,0.278,0.3645,13
2976,0.43,0.345,0.115,0.4295,0.212,0.108,0.109,8
488,0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235,11
1843,0.435,0.33,0.105,0.335,0.156,0.0555,0.105,8
1734,0.67,0.505,0.16,1.2585,0.6255,0.311,0.308,12
2911,0.58,0.44,0.125,0.7855,0.363,0.1955,0.195,11
3219,0.675,0.525,0.175,1.402,0.483,0.3205,0.465,16
146,0.46,0.35,0.12,0.515,0.224,0.108,0.1565,10
1534,0.3,0.23,0.085,0.117,0.05,0.0175,0.0415,6
1986,0.135,0.13,0.04,0.029,0.0125,0.0065,0.008,4
1369,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,10
2450,0.42,0.33,0.125,0.463,0.186,0.11,0.145,10
4127,0.55,0.445,0.11,0.7935,0.378,0.142,0.26,10
3002,0.645,0.505,0.185,1.463,0.592,0.3905,0.416,10
2811,0.725,0.57,0.19,2.3305,1.253,0.541,0.52,9
659,0.585,0.475,0.185,0.9585,0.4145,0.1615,0.33,11
1794,0.575,0.45,0.13,0.8145,0.403,0.1715,0.213,10
3420,0.595,0.475,0.165,1.148,0.444,0.214,0.37,10
2511,0.425,0.31,0.105,0.365,0.159,0.0825,0.105,6
3397,0.475,0.375,0.15,0.559,0.1955,0.1215,0.1945,12
186,0.63,0.48,0.15,1.0525,0.392,0.336,0.285,12
1147,0.58,0.45,0.14,0.9615,0.486,0.1815,0.253,9
3272,0.465,0.36,0.125,0.4365,0.169,0.1075,0.145,11
608,0.37,0.285,0.1,0.228,0.0675,0.0675,0.081,10
2191,0.645,0.495,0.185,1.4935,0.5265,0.2785,0.455,15
2799,0.64,0.495,0.17,1.139,0.5395,0.282,0.285,10
3582,0.625,0.475,0.16,1.3335,0.605,0.2875,0.319,10
1930,0.62,0.49,0.16,1.035,0.44,0.2525,0.285,11
3029,0.52,0.41,0.14,0.6625,0.2775,0.1555,0.196,11
197,0.64,0.5,0.185,1.3035,0.4445,0.2635,0.465,16
3681,0.615,0.47,0.175,1.242,0.5675,0.287,0.317,11
2931,0.615,0.515,0.135,1.1215,0.545,0.2305,0.29,9
3908,0.455,0.365,0.135,0.441,0.1515,0.1165,0.145,9
2327,0.475,0.395,0.135,0.592,0.2465,0.1645,0.2,13
293,0.565,0.455,0.175,1.013,0.342,0.207,0.35,19
766,0.59,0.445,0.13,1.1325,0.3825,0.234,0.32,13
400,0.485,0.365,0.12,0.5885,0.27,0.131,0.175,9
122,0.515,0.425,0.14,0.766,0.304,0.1725,0.255,14
3255,0.3,0.23,0.075,0.15,0.0605,0.042,0.045,5
202,0.5,0.4,0.145,0.63,0.234,0.1465,0.23,12
3510,0.65,0.505,0.18,1.469,0.7115,0.3335,0.38,9
835,0.45,0.35,0.13,0.547,0.245,0.1405,0.1405,8
2294,0.525,0.425,0.12,0.702,0.3335,0.1465,0.22,12
1439,0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855,8
1733,0.665,0.5,0.175,1.2975,0.6075,0.314,0.315,9
1695,0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995,8
2777,0.585,0.42,0.145,0.6735,0.2895,0.1345,0.22,9
1707,0.645,0.5,0.175,1.286,0.5645,0.288,0.386,12
4109,0.48,0.365,0.13,0.5305,0.2405,0.127,0.139,8
1153,0.6,0.475,0.16,1.0265,0.485,0.2495,0.2565,9
1661,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,10
3474,0.355,0.265,0.085,0.2435,0.122,0.0525,0.06,6
2432,0.61,0.485,0.165,1.087,0.4255,0.232,0.38,11
3990,0.67,0.51,0.2,1.5945,0.6705,0.3845,0.4505,10
1759,0.74,0.565,0.205,2.119,0.9655,0.5185,0.482,12
854,0.57,0.435,0.13,0.7535,0.349,0.1755,0.194,10
1589,0.52,0.41,0.145,0.646,0.2965,0.1595,0.165,9
2267,0.61,0.48,0.175,1.0675,0.391,0.216,0.42,15
641,0.62,0.485,0.18,1.1785,0.4675,0.2655,0.39,13
1,0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07,7
2160,0.69,0.55,0.2,1.8465,0.732,0.472,0.57,19
698,0.43,0.335,0.12,0.444,0.155,0.1145,0.14,13
4128,0.555,0.435,0.145,0.9205,0.404,0.2275,0.255,8
2999,0.635,0.525,0.18,1.3695,0.634,0.318,0.363,11
3696,0.65,0.525,0.205,1.4275,0.69,0.306,0.4355,13
1636,0.575,0.47,0.185,0.985,0.3745,0.2175,0.355,10
3184,0.67,0.545,0.175,1.707,0.6995,0.387,0.575,13
3458,0.61,0.47,0.16,1.0745,0.4925,0.236,0.29,8
3457,0.61,0.495,0.175,1.2635,0.53,0.315,0.3455,10
3878,0.45,0.355,0.115,0.478,0.18,0.1185,0.155,10
3581,0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29,9
1291,0.515,0.42,0.135,0.711,0.337,0.144,0.205,13
4048,0.625,0.495,0.16,1.234,0.6335,0.192,0.35,13
2489,0.49,0.39,0.135,0.592,0.242,0.096,0.1835,15
1520,0.67,0.5,0.19,1.519,0.616,0.388,0.415,10
1853,0.495,0.38,0.145,0.5,0.205,0.148,0.1505,8
1136,0.575,0.46,0.145,0.9945,0.466,0.229,0.265,7
3763,0.53,0.41,0.15,0.612,0.2435,0.1525,0.1895,11
3304,0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,16
4099,0.67,0.525,0.18,1.4915,0.728,0.343,0.381,9
1631,0.57,0.445,0.145,0.7405,0.306,0.172,0.1825,12
3743,0.705,0.555,0.195,1.7525,0.7105,0.4215,0.516,12
3445,0.495,0.4,0.145,0.578,0.2545,0.1305,0.1645,8
3898,0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,10
1998,0.35,0.235,0.08,0.17,0.0725,0.0465,0.0495,7
663,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09,12
683,0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29,16
1257,0.43,0.34,0.0,0.428,0.2065,0.086,0.115,8
4145,0.67,0.525,0.2,1.7405,0.6205,0.297,0.657,11
4006,0.585,0.465,0.15,0.98,0.4315,0.2545,0.247,9
3748,0.4,0.315,0.1,0.3225,0.143,0.0735,0.091,6
317,0.45,0.35,0.1,0.3675,0.1465,0.1015,0.12,10
648,0.46,0.35,0.12,0.4885,0.193,0.105,0.155,11
1434,0.375,0.28,0.085,0.3155,0.187,0.046,0.067,7
1479,0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385,8
709,0.295,0.225,0.09,0.1105,0.0405,0.0245,0.032,7
3430,0.325,0.24,0.075,0.152,0.065,0.0305,0.045,6
1282,0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,9
1768,0.435,0.3,0.12,0.5965,0.259,0.139,0.1645,8
972,0.525,0.415,0.14,0.724,0.3475,0.173,0.175,8
2675,0.6,0.49,0.21,1.9875,1.005,0.419,0.491,10
2680,0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725,10
1306,0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229,9
1400,0.65,0.59,0.22,1.662,0.77,0.378,0.435,11
1408,0.66,0.495,0.21,1.548,0.724,0.3525,0.3925,10
3296,0.605,0.485,0.165,1.0735,0.437,0.205,0.33,14
2237,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4,17
3302,0.71,0.575,0.175,1.555,0.6465,0.3705,0.52,15
1496,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,9
3419,0.59,0.47,0.135,1.1685,0.539,0.279,0.28,8
2038,0.28,0.215,0.08,0.132,0.072,0.022,0.033,5
1529,0.74,0.57,0.18,1.8725,0.9115,0.427,0.446,10
1663,0.605,0.475,0.145,0.884,0.3835,0.1905,0.27,8
1354,0.6,0.475,0.15,1.12,0.565,0.2465,0.27,10
4162,0.385,0.255,0.1,0.3175,0.137,0.068,0.092,8
3869,0.49,0.385,0.16,0.656,0.2455,0.171,0.205,9
4134,0.595,0.455,0.14,0.914,0.3895,0.2225,0.271,9
3627,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,10
1643,0.58,0.435,0.15,0.834,0.428,0.1515,0.23,8
1051,0.735,0.6,0.22,2.555,1.1335,0.44,0.6,11
795,0.515,0.405,0.145,0.695,0.215,0.1635,0.234,15
2693,0.65,0.52,0.175,1.2655,0.615,0.2775,0.336,9
3060,0.63,0.515,0.175,1.1955,0.492,0.247,0.37,11
4024,0.33,0.245,0.065,0.1445,0.058,0.032,0.0505,6
1597,0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135,10
2604,0.62,0.485,0.175,1.2155,0.545,0.253,0.345,10
2729,0.405,0.305,0.1,0.268,0.1145,0.053,0.085,7
2625,0.77,0.6,0.215,2.1945,1.0515,0.482,0.584,10
1819,0.695,0.53,0.19,1.726,0.7625,0.436,0.455,11
3157,0.43,0.35,0.09,0.397,0.1575,0.089,0.12,9
3314,0.45,0.355,0.115,0.4385,0.184,0.108,0.1125,11
1722,0.655,0.51,0.15,1.043,0.4795,0.223,0.305,9
3910,0.455,0.355,0.135,0.4745,0.1865,0.0935,0.168,13
1183,0.665,0.525,0.16,1.363,0.629,0.279,0.34,8
2572,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,7
1059,0.25,0.18,0.065,0.0685,0.0245,0.0155,0.0225,5
540,0.5,0.375,0.14,0.604,0.242,0.1415,0.179,15
3242,0.635,0.48,0.19,1.467,0.5825,0.303,0.42,15
1678,0.62,0.485,0.18,1.154,0.4935,0.256,0.315,12
2796,0.63,0.525,0.195,1.3135,0.4935,0.2565,0.465,10
4096,0.635,0.5,0.175,1.477,0.684,0.3005,0.39,12
3478,0.435,0.335,0.11,0.411,0.2025,0.0945,0.1,7
2532,0.625,0.49,0.155,1.33,0.6675,0.259,0.33,10
1757,0.73,0.56,0.19,1.9425,0.799,0.5195,0.5655,11
1923,0.61,0.46,0.145,1.1185,0.478,0.2945,0.2985,10
95,0.665,0.535,0.195,1.606,0.5755,0.388,0.48,14
1020,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,10
563,0.545,0.415,0.15,0.7335,0.2795,0.163,0.2185,11
3312,0.505,0.41,0.15,0.6345,0.243,0.1335,0.215,17
2790,0.62,0.48,0.165,1.0125,0.5325,0.4365,0.324,10
863,0.6,0.475,0.155,1.21,0.653,0.1695,0.3205,10
3646,0.475,0.35,0.125,0.4225,0.1905,0.079,0.1355,9
3762,0.53,0.395,0.115,0.475,0.2025,0.101,0.148,8
1484,0.59,0.465,0.15,1.151,0.613,0.239,0.2515,9
2939,0.625,0.49,0.145,0.92,0.437,0.1735,0.28,10
3625,0.67,0.525,0.195,1.42,0.573,0.368,0.3905,10
1881,0.55,0.45,0.13,0.804,0.3375,0.1405,0.23,6
1038,0.66,0.495,0.195,1.6275,0.594,0.3595,0.485,10
206,0.4,0.3,0.11,0.315,0.109,0.067,0.12,9
392,0.47,0.375,0.125,0.5615,0.252,0.137,0.18,10
2842,0.6,0.475,0.175,1.11,0.5105,0.256,0.285,9
870,0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,12
397,0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,8
2814,0.275,0.2,0.055,0.0925,0.038,0.021,0.026,4
4085,0.585,0.51,0.16,1.218,0.639,0.241,0.3,11
3289,0.535,0.42,0.16,0.72,0.275,0.164,0.225,15
1028,0.645,0.5,0.175,1.3385,0.633,0.299,0.349,11
3840,0.53,0.41,0.145,0.8255,0.375,0.204,0.245,9
2690,0.645,0.48,0.15,1.192,0.6055,0.2595,0.285,9
1485,0.59,0.46,0.145,0.9905,0.453,0.2205,0.275,8
4130,0.58,0.45,0.14,0.824,0.3465,0.1765,0.263,10
2660,0.555,0.425,0.13,0.648,0.2835,0.133,0.2105,8
3810,0.525,0.4,0.125,0.5655,0.2435,0.119,0.175,8
960,0.5,0.4,0.125,0.6725,0.336,0.12,0.1825,7
1570,0.475,0.36,0.1,0.4285,0.1965,0.099,0.112,7
4058,0.695,0.56,0.185,1.7715,0.8195,0.331,0.437,10
2773,0.58,0.465,0.145,0.9865,0.47,0.2155,0.25,11
1895,0.57,0.455,0.155,0.832,0.3585,0.174,0.277,11
2731,0.41,0.315,0.1,0.3,0.124,0.0575,0.1,8
2146,0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185,11
804,0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,10
1751,0.71,0.54,0.205,1.5805,0.802,0.287,0.435,10
3645,0.475,0.335,0.1,0.4425,0.1895,0.086,0.135,9
2454,0.275,0.2,0.065,0.092,0.0385,0.0235,0.027,5
